entityid,entityname,principaladdress1,principaladdress2,principalcity,principalstate,principalzipcode,principalcountry,mailingaddress1,mailingaddress2,mailingcity,mailingstate,mailingzipcode,mailingcountry,entitystatus,jurisdictonofformation,entitytypeverbatim,entitytype,agentfirstname,agentmiddlename,agentlastname,agentsuffix,agentorganizationname,agentprincipaladdress1,agentprincipaladdress2,agentprincipalcity,agentprincipalstate,agentprincipalzipcode,agentprincipalcountry,agentmailingaddress1,agentmailingaddress2,agentmailingcity,agentmailingstate,agentmailingzipcode,agentmailingcountry,entityformdate
19981087887,"ELK RIVER GUEST RANCH, LLC, Delinquent November 1, 2010",29840 RCR 64,,Clark,CO,80428,US,,,,,,,Delinquent,,Limited Liability Company,DLLC,WILLIAM,,HINDER,,,29840 RCR 64,,CLARK,CO,80428,US,,,,,,,5/12/1998
19871725268,"RIVERS OF LIFE OUTREACH, Dissolved March 1, 1996",PO BOX 32205,,Aurora,CO,80041,US,,,,,,,Administratively Dissolved,,Nonprofit Corporation,DNC,,,,,,,,,,,,,,,,,,5/11/1987
19981132856,"MOUNTAINQUEST ADVENTURES, LLC, Dissolved January 1, 2004",,,,,,,,,,,,,Administratively Dissolved,,Limited Liability Company,DLLC,BARRY,,SIFF,,,7317 DIDRICKSON CT,,FORT COLLINS,CO,80528,US,,,,,,,7/21/1998
19871527146,"LINDY'S AIRCRAFT ENTERPRISES, INC., Dissolved November 30, 2004",2503 WCR 47,,Hudson,CO,80642,US,,,,,,,Administratively Dissolved,,Corporation,DPC,JOSEPH,P.,FONFARA,,,315 WEST OAK STE 504,,FORT COLLINS,CO,80521,US,,,,,,,6/20/1983
19961089394,"TIPI RIVER RANCH, INC., Dissolved May 1, 2004",256 CR 339,BLANCO RIVER RD,Pagosa Springs,CO,81147,US,PO BOX 3635,,Santa Fe,NM,87506,US,Administratively Dissolved,,Corporation,DPC,,,,,,,,,,,,,,,,,,7/5/1996
19911012478,"EAGLE RIVER BLOCK COMPANY, Dissolved December 1, 2003",,,,,,,,,,,,,Administratively Dissolved,,Corporation,DPC,,,,,,,,,,,,,,,,,,2/27/1991
19951100239,"STUDENT ADVENTURE TRAVEL, INC., Dissolved June 1, 1998",160 YEW LANE,,Bailey,CO,80421,US,,,,,,,Administratively Dissolved,,Corporation,DPC,,,,,,,,,,,,,,,,,,8/9/1995
19931054751,"TRIPLE D AIRCRAFT RANCH, INC., Dissolved March 1, 2000",,,,,,,,,,,,,Administratively Dissolved,,Corporation,DPC,,,,,,,,,,,,,,,,,,5/25/1993
19961089633,"RIVER OF LIFE FELLOWSHIP ASSEMBLY OF GOD, Delinquent December 1, 2016",3161 E CRD 62E,,Wellington,CO,80549,US,,,,,,,Delinquent,,Nonprofit Corporation,DNC,,,,,River of Life Fellowship,3161 E. COUNTY RD 62E,,WELLINGTON,CO,80549,US,,,,,,,7/5/1996
19871758901,"COLORADO UNION LABOR GUIDE, LTD., Colorado Authority Terminated April 30, 2005",,,,,,,,,,,,,Revoked,,Foreign Limited Partnership,FLP,TOM,,WOOD,,,"2785 N. SPEER BLVD., #245",,DENVER,CO,80211,US,,,,,,,11/6/1987
19871602555,"ROB-KRAFT, INC.",8117 Southpark Circle,,Littleton,CO,80120,US,,,,,,,Good Standing,,Corporation,DPC,Gary,,Robison,,,8117 Southpark Circle,,Littleton,CO,80120,US,,,,,,,1/16/1985
19991194590,"THE EVERGREENS ON FALL RIVER, INC.",1500 FISH HATCHERY RD,,Estes Park,CO,80517,US,,,,,,,Good Standing,,Corporation,DPC,,,,,The Evergreenson Fall River,1500 FISH HATCHERY RD,,ESTES PARK,CO,80517,US,,,,,,,10/18/1999
19871765853,GUIDEONE ELITE INSURANCE COMPANY,1111 Ashworth Road,,West Des Moines,IA,50265,US,,,,,,,Good Standing,,Foreign Corporation,FPC,,,,,The Corporation Company,7700 E Arapahoe Rd Ste 220,,Centennial,CO,80112-1268,US,,,,,,,12/18/1987
19881006299,"WRANGLER GOURMET FOODS, INC., Dissolved December 1, 1998",,,,,,,,,,,,,Administratively Dissolved,,Corporation,DPC,,,,,,,,,,,,,,,,,,2/18/1988
19901075485,RIVERBEND CORPORATION,280 E 20TH AVE,,Denver,CO,80205-3148,US,,,,,,,Good Standing,,Corporation,DPC,ROBERT,,WIEGAND,II,,280 E 20TH AVE,,Denver,CO,80205-3148,US,,,,,,,7/18/1990
19981022754,THE LOST RIVER TRADING COMPANY,2151 S Highway 191,,Moab,UT,84532,US,,,,,,,Delinquent,,Corporation,DPC,Michael,,Moorman,,,2306 Keystone Ct.,,Boulder,CO,80304,US,,,,,,,2/4/1998
19961090284,"GREAT ADVENTURE SIGNS, INC., Dissolved May 1, 1999",2145 38TH AVE STE D,,Greeley,CO,80631,US,,,,,,,Administratively Dissolved,,Corporation,DPC,,,,,,,,,,,,,,,,,,7/8/1996
19951034103,"C J'S ADVENTURES, INC., Delinquent August 1, 2014",1728 SUNSET ST,,Longmont,CO,80501,US,PO Box 2405,,Longmont,CO,80502,US,Delinquent,,Corporation,DPC,James,D,NEMEC,,,1728 SUNSET ST,,LONGMONT,CO,80501,US,PO BOX 2405,,LONGMONT,CO,80502,US,3/15/1995
19961082631,"RIVER HOMES FUNDING LLC, Dissolved January 1, 2002",617 W MAIN ST STE F,,Aspen,CO,81611,US,,,,,,,Administratively Dissolved,,Limited Liability Company,DLLC,KEITH,M.,POCKROSS,,,370 17TH ST STE 2600,,DENVER,CO,80202,US,,,,,,,6/20/1996
19941035422,"RED RIVER COMMODITIES, INC.",501 42ND ST NW,,Fargo,ND,58102,US,BOX 3022,,Fargo,ND,58108,US,Good Standing,,Foreign Corporation,FPC,,,,,The Corporation Company,7700 E Arapahoe Rd Ste 220,,Centennial,CO,80112-1268,US,501 42nd St NW,,Fargo,CO,58102,US,3/25/1994
19931078428,HUGHES CRAFT L.L.C.,130 Horse Ranch Road,,Sedona,AZ,86351,US,130 Horse Ranch Road,,Sedona,AZ,86351,US,Good Standing,,Limited Liability Company,DLLC,SUSAN,V.,Alonzi,,,16741 W. 48th Street,,Golden,CO,80403,US,,,,,,,7/29/1993
19981205456,"TREE HOUSE DRAFTING & DESIGN, INC., Dissolved September 1, 2001",,,,,,,,,,,,,Administratively Dissolved,,Corporation,DPC,,,,,,,,,,,,,,,,,,11/18/1998
19871673025,"LEISURE ADVENTURES SPORTSWEAR, INC., Dissolved March 1, 2003",5850 CHAMPIONSHIP VIEW STE E,,Colorado Springs,CO,80922,US,,,,,,,Administratively Dissolved,,Corporation,DPC,,,,,,,,,,,,,,,,,,5/16/1986
19971122722,"GLOBAL INTERACTIVE EDUCATIONAL ADVENTURES, Dissolved June 1, 2002",1820 PEARL STREET,,Boulder,CO,80302,US,,,,,,,Administratively Dissolved,,Nonprofit Corporation,DNC,,,,,,,,,,,,,,,,,,8/1/1997
19931118572,"WESTERN OUTDOOR ADVENTURES, INCORPORATED, Dissolved August 1, 2000",,,,,,,,,,,,,Administratively Dissolved,,Corporation,DPC,,,,,,,,,,,,,,,,,,10/22/1993
19891003993,RED RIVER CELLULAR OF NORTH DAKOTA LIMITED PARTNERSHIP,180 WASHINGTON VALLEY RD,,Bedminster,NJ,7921,US,,,,,,,Exists,,Limited Partnership,DLP,,,,,The Corporation Company,7700 E Arapahoe Rd Ste 220,,Centennial,CO,80112-1268,US,,,,,,,1/20/1989
19871218069,"RIVERVIEW SUBDIVISION WATER SYSTEM, INC.",46099 HWY 6,,Glenwood Springs,CO,81601,US,PO BOX 2273,,Glenwood Springs,CO,81601,US,Good Standing,,Nonprofit Corporation,DNC,MICHAEL,A.,WILDE,,,46099 HIGHWAY 6,,GLENWOOD SPRINGS,CO,81601,US,46099 Highway 6,,Glenwood Springs,CO,81601,US,4/24/1970
19961119719,"RED RIVER RANCH, LTD., Colorado Authority Terminated February 28, 2005",8703 BONHOMME,,Houston,TX,77074,US,,,,,,,Revoked,,Foreign Limited Partnership,FLP,,,,,,,,,,,,,,,,,,9/12/1996
19951034992,"TWO RIVERS HOLDING LIMITED LIABILITY COMPANY, Dissolved January 1, 2001",400 W MAIN ST,,Aspen,CO,81611,US,,,,,,,Administratively Dissolved,,Limited Liability Company,DLLC,ROBERT,W.,HUGHES,,,533 E HOPKINS AVE 3RD FL,,ASPEN,CO,81611,US,,,,,,,3/16/1995
19961130725,"TOWN SQUARE CRAFTER'S CORNER, L.L.C., Dissolved January 1, 2003",,,,,,,,,,,,,Administratively Dissolved,,Limited Liability Company,DLLC,JACQUELINE,F.,DIGREGORIO,,,100 N MAIN ST STE 104,,BRECKENRIDGE,CO,80424,US,,,,,,,10/7/1996
20021033723,NORTHERNLIGHTS WILDERNESS ADVENTURES INC.,1167 WAGONWHEEL GAP RD,,Boulder,CO,80302,US,,,,,,,Good Standing,,Corporation,DPC,PAUL,,LEV-ARY,,,1167 WAGONWHEEL GAP RD,,Boulder,CO,80302,US,,,,,,,2/15/2002
19911044270,"SUNRIVER DEVELOPMENT CORPORATION I, Dissolved April 1, 2000",,,,,,,,,,,,,Administratively Dissolved,,Corporation,DPC,,,,,,,,,,,,,,,,,,6/12/1991
19891094196,WHITE RIVER CABLEVISION LIMITED PARTNERSHIP,,,,,,,,,,,,,Exists,,Limited Partnership,DLP,PATRAICK,M.,GREEN,,,"VOYAGER CABLEVISION, INC. 1776 S JACKSON, STE 700",,DENVER,CO,80210,US,,,,,,,9/18/1989
19981027134,RED RIVER RANCH HOLDINGS LLC,11 Times Square,Fl 37,New York,NY,10036,US,,,,,,,Good Standing,,Foreign Limited Liability Company,FLLC,,,,,The Corporation Company,7700 E Arapahoe Rd Ste 220,,Centennial,CO,80112-1268,US,,,,,,,2/11/1998
19981093753,EAGLE RIVER DEVELOPMENT LLC,245 CHAPEL PL,SUITE 201,Avon,CO,81620,US,PO BOX 8395,,Avon,CO,81620,US,Good Standing,,Limited Liability Company,DLLC,,,,,NAI Mountain Commercial,245 Chapel Pl,Suite C201,Avon,CO,81620,US,PO Box 8690,,Avon,CO,81620,US,5/20/1998
19871529725,"DR. RICHARD RIVERA, P.C.",1080 CHINOOK LANE,,Pueblo,CO,81001,US,,,,,,,Good Standing,,Corporation,DPC,RICHARD,,RIVERA,,,1080 Chinook Lane,,PUEBLO,CO,81001,US,1080 Chinook Ln,,Pueblo,CO,81001,US,7/11/1983
19901000622,"AFFORDABLE AIRCRAFT MAINTENANCE, INC., Dissolved November 1, 1998",,,,,,,,,,,,,Administratively Dissolved,,Corporation,DPC,,,,,,,,,,,,,,,,,,1/3/1990
19991198076,"WIND RIVER INTERIOR DESIGNS, INC.",0012 TROUT POND LN,,Avon,CO,81620,US,PO Box 2329,,Avon,CO,81620,US,Good Standing,,Corporation,DPC,JENNIFER,J.,BERGER,,,0012 TROUT POND LN,,AVON,CO,81620,US,PO BOX 2329,,AVON,CO,81620,US,10/22/1999
19951035872,"THUNDER RIVER PROPERTIES, LLC.",400 W CODY LN,,Basalt,CO,81621,US,PO Box 710,,Basalt,CO,81621,US,Good Standing,,Limited Liability Company,DLLC,Clay,,Crossland,,,400 W CODY LN,,BASALT,CO,81621,US,PO Box 710,,Basalt,CO,81621,US,3/20/1995
19931042796,"THERMAL CRAFT INSULATION COMPANY, INCORPORATED",5186 N 109TH ST,,Longmont,CO,80504,US,,,,,,,Good Standing,,Corporation,DPC,J.,Larry,MEEKS,Jr.,,5186 N. 109th St.,,Longmont,CO,80504,US,,,,,,,4/22/1993
19911097098,"FOUR CORNERS RIVER SPORTS, INC., Dissolved September 1, 2000",,,,,,,,,,,,,Administratively Dissolved,,Corporation,DPC,,,,,,,,,,,,,,,,,,11/29/1991
19971123851,"WHITEWATER AUTO, INC., Delinquent February 1, 2008",2802 C3/4 RD,,Grand Junction,CO,81501,US,,,,,,,Delinquent,,Corporation,DPC,BENJIE,,BERG,,,2802 C3/4 RD,,GRAND JUNCTION,CO,81501,US,,,,,,,8/5/1997
19941050025,"COLORADO RIVERS ALLIANCE, Delinquent July 1, 2005",2612 WAPITI RD,,Fort Collins,CO,80525,US,,,,,,,Delinquent,,Nonprofit Corporation,DNC,BILL,,BAKER,,,2612 WAPITI RD,,FORT COLLINS,CO,80525,US,POB 40330,,FORT COLLINS,CO,80525,US,5/2/1994
19991079502,"1241 RIVERSIDE AVENUE, LLC",1212 Hawkeye Ct,,Fort Collins,CO,80525,US,,,,,,,Good Standing,,Limited Liability Company,DLLC,THOMAS,P.,KULA,,,1212 Hawkeye Ct,,Fort Collins,CO,80525,US,,,,,,,4/27/1999
19921005733,"ALL DRIVERS INSURANCE, INC., Dissolved November 2, 2002",,,,,,,,,,,,,Administratively Dissolved,,Corporation,DPC,,,,,,,,,,,,,,,,,,1/21/1992
19871767769,"WIND RIVER OIL COMPANY, INC.",25778 SILVERHORN LN,,Evergreen,CO,80439,US,25778 Silverhorn Lane,,Evergreen,CO,80439,US,Good Standing,,Corporation,DPC,LINDA,M.,DUNN,,,25778 SILVERHORN LN,,EVERGREEN,CO,80439,US,25778 Silverhorn Lane,,Evergreen,CO,80439,US,1/4/1988
19871530425,"AIRCRAFT RECOVERY CORP., Delinquent December 1, 2013",301 - 18th Street,,Golden,CO,80401-2432,US,Post Office Box 1477,,Golden,CO,80402-1477,US,Delinquent,,Corporation,DPC,Hathorne,A.,BURNHAM,,,"301 - 18th Street, West End of Bldg",,Golden,CO,80401-2432,US,Post Office Box 1477,,Golden,CO,80402-1477,US,7/15/1983
19961060661,"B-W DRAFTING SERVICE, INC., Dissolved March 3, 2001",,,,,,,,,,,,,Administratively Dissolved,,Corporation,DPC,,,,,,,,,,,,,,,,,,5/3/1996
